Date,Close
24/04/2020,1170.87
23/04/2020,1170.91
22/04/2020,1160.88
21/04/2020,1144.16
16/04/2020,1172.2
15/04/2020,1176.54
14/04/2020,1223.28
13/04/2020,1223.12
10/4/2020,1229.93
9/4/2020,1197.96
8/4/2020,1179.04
7/4/2020,1184.68
6/4/2020,1142.3
3/4/2020,1115.79
2/4/2020,1118.69
1/4/2020,1101.43
31/03/2020,1131.75
30/03/2020,1110.63
27/03/2020,1116.17
26/03/2020,1128.53
25/03/2020,1130.64
24/03/2020,1108.69
23/03/2020,1052.41
20/03/2020,1095.7
19/03/2020,1099.52
18/03/2020,1082.65
17/03/2020,1120.61
16/03/2020,1054.72
13/03/2020,1154.83
12/3/2020,1166.56
11/3/2020,1228.54
10/3/2020,1282.15
9/3/2020,1279.87
6/3/2020,1388.33
5/3/2020,1413.82
4/3/2020,1440.36
3/3/2020,1431.32
2/3/2020,1392.89
28/02/2020,1345.54
27/02/2020,1410.79
26/02/2020,1439.24
25/02/2020,1451.53
24/02/2020,1463.4
21/02/2020,1502.45
20/02/2020,1508.3
19/02/2020,1515.09
18/02/2020,1505.8
17/02/2020,1501.09
14/02/2020,1500.56
13/02/2020,1499.25
12/2/2020,1487.95
11/2/2020,1489.5
10/2/2020,1491.19
7/2/2020,1493.47
6/2/2020,1503.28
5/2/2020,1492.44
4/2/2020,1482.89
3/2/2020,1480.84
31/01/2020,1490.89
30/01/2020,1481.25
29/01/2020,1497.48
28/01/2020,1505.98
27/01/2020,1506.04
23/01/2020,1523.84
22/01/2020,1514.41
21/01/2020,1511.34
20/01/2020,1510.55
17/01/2020,1504.08
16/01/2020,1496.67
15/01/2020,1494.78
14/01/2020,1488.1
13/01/2020,1486.46
10/1/2020,1473.42
9/1/2020,1469.68
8/1/2020,1457.98
7/1/2020,1461.17
6/1/2020,1459.28
3/1/2020,1466.13
30/12/2019,1474.16
27/12/2019,1469.49
23/12/2019,1459.93
20/12/2019,1460.94
19/12/2019,1458.56
18/12/2019,1460.02
17/12/2019,1459.12
16/12/2019,1467.77
13/12/2019,1457.82
12/12/2019,1444.28
11/12/2019,1445.91
10/12/2019,1456.87
9/12/2019,1464.73
6/12/2019,1471.53
5/12/2019,1468.28
4/12/2019,1466.24
3/12/2019,1454.77
2/12/2019,1460.28
29/11/2019,1460.68
28/11/2019,1459.65
27/11/2019,1461.64
26/11/2019,1443.21
25/11/2019,1441.13
22/11/2019,1435.46
21/11/2019,1427.91
20/11/2019,1427.51
19/11/2019,1421.85
18/11/2019,1422.2
15/11/2019,1415.01
14/11/2019,1413.15
13/11/2019,1417.91
12/11/2019,1412.89
11/11/2019,1417.05
8/11/2019,1415.07
7/11/2019,1411.9
6/11/2019,1411.9
5/11/2019,1410.5
4/11/2019,1405.65
1/11/2019,1400.26
31/10/2019,1389.57
30/10/2019,1405.62
29/10/2019,1414.01
28/10/2019,1409.4
25/10/2019,1409.16
24/10/2019,1400.96
23/10/2019,1400.87
22/10/2019,1399.83
21/10/2019,1393.32
18/10/2019,1387.66
17/10/2019,1389.72
16/10/2019,1383.45
15/10/2019,1387
14/10/2019,1384.29
11/10/2019,1385.21
10/10/2019,1379.89
9/10/2019,1384.29
8/10/2019,1380.97
7/10/2019,1388.51
4/10/2019,1375.51
3/10/2019,1372.8
2/10/2019,1372.06
1/10/2019,1390.8
30/09/2019,1393.74
27/09/2019,1397.5
26/09/2019,1388.41
25/09/2019,1383.57
24/09/2019,1381.67
23/09/2019,1388.65
20/09/2019,1379.69
19/09/2019,1366.21
18/09/2019,1357.5
17/09/2019,1350.4
16/09/2019,1350.94
13/09/2019,1343.42
12/9/2019,1342.58
11/9/2019,1343.54
10/9/2019,1344.61
9/9/2019,1338.69
6/9/2019,1340.56
5/9/2019,1342.32
4/9/2019,1343.09
3/9/2019,1342.05
2/9/2019,1344.23
30/08/2019,1343.03
29/08/2019,1343.27
28/08/2019,1343.58
27/08/2019,1345.29
26/08/2019,1317.75
23/08/2019,1324.07
22/08/2019,1327.89
21/08/2019,1331.64
20/08/2019,1319.67
19/08/2019,1320.34
16/08/2019,1315.25
14/08/2019,1319.12
13/08/2019,1327.58
12/8/2019,1325.22
9/8/2019,1331.78
8/8/2019,1328.34
7/8/2019,1320.37
6/8/2019,1316.93
5/8/2019,1313.32
2/8/2019,1320.01
1/8/2019,1326.63
31/07/2019,1338.47
30/07/2019,1312.17
29/07/2019,1312.93
26/07/2019,1307.31
25/07/2019,1308.51
24/07/2019,1302.3
23/07/2019,1320.14
22/07/2019,1318.39
19/07/2019,1325.23
18/07/2019,1318.4
17/07/2019,1324.5
16/07/2019,1329.49
15/07/2019,1332.97
12/7/2019,1324.43
11/7/2019,1313.13
10/7/2019,1296.4
9/7/2019,1297.36
8/7/2019,1294.17
5/7/2019,1305.39
4/7/2019,1301.4
3/7/2019,1289.77
2/7/2019,1281.85
1/7/2019,1281.79
28/06/2019,1282.97
27/06/2019,1275.97
26/06/2019,1262.23
25/06/2019,1255.6
24/06/2019,1259.96
21/06/2019,1270.88
20/06/2019,1261.76
19/06/2019,1251.12
18/06/2019,1244.39
14/06/2019,1241.25
13/06/2019,1237.45
12/6/2019,1251.58
11/6/2019,1255.91
10/6/2019,1246.34
7/6/2019,1242.92
6/6/2019,1230.66
5/6/2019,1227.27
4/6/2019,1209.75
3/6/2019,1208.11
31/05/2019,1197.96
31/05/2019,1197.96
30/05/2019,1184.25
29/05/2019,1173.43
28/05/2019,1176.12
27/05/2019,1143.25
24/05/2019,1136.1
23/05/2019,1126.67
22/05/2019,1128.19
21/05/2019,1119.26
20/05/2019,1125.22
17/05/2019,1128.49
16/05/2019,1126.64
15/05/2019,1123.31
14/05/2019,1117.69
13/05/2019,1121.92
10/5/2019,1139.37
9/5/2019,1138.44
8/5/2019,1133.23
7/5/2019,1140.28
6/5/2019,1135.21
3/5/2019,1144.05
2/5/2019,1144.6
