Date,Close
23/04/2020,1519.74
22/04/2020,1500.33
21/04/2020,1477.2
16/04/2020,1503.49
15/04/2020,1510.52
14/04/2020,1571.35
13/04/2020,1566.64
10/4/2020,1575.4
9/4/2020,1537.22
8/4/2020,1511.23
7/4/2020,1520.16
6/4/2020,1466.85
3/4/2020,1425.19
2/4/2020,1429.42
1/4/2020,1415.51
31/03/2020,1450.79
30/03/2020,1427.33
27/03/2020,1435.91
26/03/2020,1452.95
25/03/2020,1459.75
24/03/2020,1439.06
23/03/2020,1367.68
20/03/2020,1412.33
19/03/2020,1401.34
18/03/2020,1379.39
17/03/2020,1426.05
16/03/2020,1355.77
13/03/2020,1467.76
12/3/2020,1477.25
11/3/2020,1567.43
10/3/2020,1641.67
9/3/2020,1632.41
6/3/2020,1771.09
5/3/2020,1807.43
4/3/2020,1846.01
3/3/2020,1845
2/3/2020,1796.28
28/02/2020,1744.66
27/02/2020,1823.94
26/02/2020,1873.7
25/02/2020,1891.42
24/02/2020,1907.62
21/02/2020,1966.04
20/02/2020,1973.46
19/02/2020,1978.72
18/02/2020,1968.07
17/02/2020,1964.04
14/02/2020,1964.92
13/02/2020,1961.81
12/2/2020,1952.03
11/2/2020,1952.29
10/2/2020,1951.37
7/2/2020,1954.73
6/2/2020,1961.21
5/2/2020,1941.62
4/2/2020,1925.82
3/2/2020,1924.06
31/01/2020,1934.23
30/01/2020,1923.82
29/01/2020,1946.95
28/01/2020,1954.48
27/01/2020,1953.34
23/01/2020,1971.79
22/01/2020,1964.23
21/01/2020,1962.34
20/01/2020,1961.12
17/01/2020,1948.59
16/01/2020,1934.04
15/01/2020,1926.54
14/01/2020,1920.6
13/01/2020,1917.9
10/1/2020,1899.04
9/1/2020,1893.11
8/1/2020,1878.4
7/1/2020,1880.51
6/1/2020,1878.3
3/1/2020,1885.43
30/12/2019,1892.43
27/12/2019,1887.02
23/12/2019,1874.13
20/12/2019,1878.43
19/12/2019,1871.25
18/12/2019,1870.07
17/12/2019,1868.81
16/12/2019,1874.19
13/12/2019,1863.58
12/12/2019,1850.6
11/12/2019,1845.74
10/12/2019,1860.46
9/12/2019,1870.64
6/12/2019,1878.95
5/12/2019,1874.43
4/12/2019,1870.69
3/12/2019,1857.55
2/12/2019,1870.16
29/11/2019,1870.34
28/11/2019,1872.47
27/11/2019,1878.35
26/11/2019,1851.96
25/11/2019,1853.68
22/11/2019,1850.74
21/11/2019,1836.01
20/11/2019,1831.4
19/11/2019,1825.16
18/11/2019,1822.1
15/11/2019,1811.61
14/11/2019,1809.07
13/11/2019,1812.81
12/11/2019,1809.41
11/11/2019,1814.6
8/11/2019,1817.63
7/11/2019,1809.6
6/11/2019,1807.85
5/11/2019,1808.36
4/11/2019,1795.99
1/11/2019,1791.4
31/10/2019,1780.52
30/10/2019,1797.34
29/10/2019,1802.02
28/10/2019,1798.51
25/10/2019,1795.32
24/10/2019,1785.08
23/10/2019,1783.84
22/10/2019,1776.57
21/10/2019,1768.4
18/10/2019,1760.84
17/10/2019,1759.53
16/10/2019,1754.75
15/10/2019,1755.58
14/10/2019,1755.88
11/10/2019,1753.66
10/10/2019,1746.88
9/10/2019,1750.65
8/10/2019,1746.35
7/10/2019,1753.35
4/10/2019,1743.44
3/10/2019,1740.72
2/10/2019,1741.4
1/10/2019,1771.6
30/09/2019,1774.04
27/09/2019,1778.89
26/09/2019,1774.23
25/09/2019,1764.46
24/09/2019,1766.25
23/09/2019,1771.52
20/09/2019,1774.3
19/09/2019,1759.92
18/09/2019,1744.97
17/09/2019,1734.48
16/09/2019,1733.12
13/09/2019,1724.02
12/9/2019,1723.47
11/9/2019,1722.74
10/9/2019,1724.3
9/9/2019,1708.56
6/9/2019,1709.9
5/9/2019,1710.56
4/9/2019,1708.49
3/9/2019,1707.09
2/9/2019,1712.01
30/08/2019,1712.9
29/08/2019,1713.89
28/08/2019,1711.42
27/08/2019,1716.75
26/08/2019,1690.41
23/08/2019,1695.62
22/08/2019,1699.29
21/08/2019,1704.42
20/08/2019,1690.7
19/08/2019,1689.3
16/08/2019,1682.37
14/08/2019,1689.34
