date,close
23/04/2020,1188.36
22/04/2020,1176.55
21/04/2020,1157.94
16/04/2020,1189.38
15/04/2020,1193.71
14/04/2020,1242.72
13/04/2020,1243.58
10/4/2020,1250.78
9/4/2020,1217.64
8/4/2020,1198.58
7/4/2020,1201.42
6/4/2020,1154.07
3/4/2020,1126.28
2/4/2020,1129.28
1/4/2020,1112.09
31/03/2020,1141.37
30/03/2020,1120.81
27/03/2020,1126.89
26/03/2020,1141.76
25/03/2020,1141.11
24/03/2020,1119.5
23/03/2020,1054.46
20/03/2020,1100.29
19/03/2020,1104.96
18/03/2020,1091.94
17/03/2020,1131.47
16/03/2020,1065.94
13/03/2020,1178.57
12/3/2020,1187.62
11/3/2020,1253.54
10/3/2020,1305.2
9/3/2020,1306.7
6/3/2020,1412.82
5/3/2020,1435.65
4/3/2020,1460.08
3/3/2020,1449.61
2/3/2020,1413.89
28/02/2020,1364.3
27/02/2020,1430.61
26/02/2020,1452.43
25/02/2020,1463.47
24/02/2020,1473.65
21/02/2020,1510.58
20/02/2020,1518
19/02/2020,1526.67
18/02/2020,1516.98
17/02/2020,1512.64
14/02/2020,1511.13
13/02/2020,1510.44
12/2/2020,1495.98
11/2/2020,1497.04
10/2/2020,1497.73
7/2/2020,1499.63
6/2/2020,1510.95
5/2/2020,1500.19
4/2/2020,1490
3/2/2020,1488.98
31/01/2020,1499.18
30/01/2020,1487.61
29/01/2020,1502.43
28/01/2020,1507.87
27/01/2020,1510.19
23/01/2020,1526.39
22/01/2020,1513.77
21/01/2020,1508.72
20/01/2020,1508.13
17/01/2020,1507.04
16/01/2020,1505.12
15/01/2020,1506.37
14/01/2020,1499.12
13/01/2020,1497.42
10/1/2020,1487.14
9/1/2020,1484.55
8/1/2020,1472.75
7/1/2020,1476.83
6/1/2020,1473.98
3/1/2020,1482.02
30/12/2019,1490.07
27/12/2019,1485.53
23/12/2019,1475.61
20/12/2019,1476.44
19/12/2019,1477.19
18/12/2019,1479.56
17/12/2019,1476.41
16/12/2019,1487.96
13/12/2019,1475.16
12/12/2019,1460.3
11/12/2019,1464.69
10/12/2019,1474.53
9/12/2019,1483.11
6/12/2019,1488.81
5/12/2019,1486.39
4/12/2019,1484.47
3/12/2019,1474.4
2/12/2019,1477.81
29/11/2019,1475.58
28/11/2019,1472.97
27/11/2019,1473.93
26/11/2019,1462.62
25/11/2019,1458.99
22/11/2019,1451.09
21/11/2019,1450.15
20/11/2019,1452.86
19/11/2019,1449.05
18/11/2019,1451.87
15/11/2019,1447.15
14/11/2019,1446.76
13/11/2019,1452.14
12/11/2019,1446.69
11/11/2019,1450.81
8/11/2019,1446.18
7/11/2019,1444.74
6/11/2019,1446.07
5/11/2019,1444.27
4/11/2019,1440.41
1/11/2019,1433.92
31/10/2019,1420.48
30/10/2019,1439.48
29/10/2019,1449.02
28/10/2019,1444.32
25/10/2019,1443.52
24/10/2019,1435.02
23/10/2019,1434.51
22/10/2019,1435.19
21/10/2019,1429.29
18/10/2019,1423.08
17/10/2019,1425.78
