Date,Close
24/04/2020,40188.33
23/04/2020,39915.21
22/04/2020,39925.24
21/04/2020,39380.94
16/04/2020,39974.42
15/04/2020,40074.7
14/04/2020,41347.16
13/04/2020,41219.88
10/4/2020,41321.8
9/4/2020,40195.83
8/4/2020,39627.79
7/4/2020,39922.11
6/4/2020,38979.01
3/4/2020,38020.73
2/4/2020,38204.37
1/4/2020,38194.29
31/03/2020,39441.94
30/03/2020,38579.59
27/03/2020,38726.84
26/03/2020,39106.1
25/03/2020,39484.27
24/03/2020,39939.83
23/03/2020,37565.91
20/03/2020,38515.27
19/03/2020,39048.13
18/03/2020,38499.11
17/03/2020,39934.07
16/03/2020,36005.56
13/03/2020,39616.5
12/3/2020,40759.37
11/3/2020,42180.45
10/3/2020,43656.3
9/3/2020,43303.74
6/3/2020,46955.19
5/3/2020,48142.21
4/3/2020,48672.62
3/3/2020,48667.37
2/3/2020,47393.54
28/02/2020,45572.4
27/02/2020,47756.35
26/02/2020,49603.3
25/02/2020,49969.59
24/02/2020,50645.7
21/02/2020,51906.89
20/02/2020,51821.61
19/02/2020,51700.48
18/02/2020,51552.23
17/02/2020,51701.78
14/02/2020,51862.14
13/02/2020,51550.41
12/2/2020,51327.27
11/2/2020,51383.67
10/2/2020,51431.51
7/2/2020,51381.35
6/2/2020,51445.33
5/2/2020,51174.56
4/2/2020,51071.18
3/2/2020,50952.17
31/01/2020,51253.26
30/01/2020,51033.35
29/01/2020,51423.45
28/01/2020,51857.45
27/01/2020,51532.75
23/01/2020,52011.8
22/01/2020,51891.09
21/01/2020,51767.31
20/01/2020,51704.46
17/01/2020,50811.11
16/01/2020,49920.57
15/01/2020,49523.35
14/01/2020,49145.01
13/01/2020,49080.81
10/1/2020,47993.05
9/1/2020,47608.13
8/1/2020,47313.17
7/1/2020,47155.65
6/1/2020,47241.5
3/1/2020,47285.4
30/12/2019,47546.89
27/12/2019,47344.74
23/12/2019,47211.5
20/12/2019,46998.87
19/12/2019,46582.74
18/12/2019,46510.05
17/12/2019,46628.11
16/12/2019,46507.23
13/12/2019,46448.74
12/12/2019,46331.26
11/12/2019,46145.4
10/12/2019,46340.59
9/12/2019,46448.93
6/12/2019,46796.64
5/12/2019,46671.1
4/12/2019,46691.88
3/12/2019,46203.79
2/12/2019,46613.37
29/11/2019,46979.89
28/11/2019,46953.75
27/11/2019,47136.19
26/11/2019,45713.14
25/11/2019,45980.96
22/11/2019,45938.16
21/11/2019,44809.75
20/11/2019,44590.15
19/11/2019,44021
18/11/2019,43763.6
15/11/2019,43380.98
14/11/2019,42929.21
13/11/2019,42950.48
12/11/2019,42784.82
11/11/2019,43034.77
8/11/2019,43160
7/11/2019,42828.92
6/11/2019,42561.37
5/11/2019,42618.9
4/11/2019,42520.32
1/11/2019,42456.65
31/10/2019,42226.3
30/10/2019,42387.57
29/10/2019,42559.05
28/10/2019,42538.78
25/10/2019,42612.18
24/10/2019,42290.25
23/10/2019,42332.29
22/10/2019,42116.37
21/10/2019,42181.76
18/10/2019,42145.33
17/10/2019,42155.17
16/10/2019,41901.14
15/10/2019,41962.71
14/10/2019,41894.61
11/10/2019,42036
10/10/2019,41968.45
9/10/2019,41933.78
8/10/2019,41850.28
7/10/2019,42054.11
4/10/2019,41787.39
3/10/2019,41753.2
2/10/2019,41620.23
1/10/2019,42400.9
30/09/2019,42610.45
27/09/2019,42595.22
26/09/2019,42446.43
25/09/2019,42340.36
24/09/2019,42321.89
23/09/2019,42725.43
20/09/2019,42537.52
19/09/2019,41962.18
18/09/2019,41694.57
17/09/2019,41340.1
16/09/2019,41298.12
13/09/2019,41194.04
12/9/2019,41234.3
11/9/2019,41218.85
10/9/2019,41424.58
9/9/2019,40254.77
6/9/2019,40429.49
5/9/2019,40496.66
4/9/2019,40544.53
3/9/2019,40518.93
2/9/2019,40826.86
30/08/2019,40989.65
29/08/2019,40912.85
28/08/2019,40869.04
27/08/2019,40663.98
26/08/2019,40237.26
23/08/2019,40342.07
22/08/2019,40396.88
21/08/2019,40435.89
20/08/2019,39980.59
19/08/2019,39955.24
16/08/2019,40121.16
14/08/2019,40319.95
13/08/2019,40397.88
12/8/2019,40231.41
9/8/2019,40614.38
8/8/2019,40547.79
7/8/2019,40173.09
6/8/2019,39942.02
5/8/2019,39811.91
2/8/2019,39856.04
1/8/2019,40088.84
31/07/2019,40087.56
30/07/2019,39921.25
29/07/2019,39930.83
26/07/2019,39885.53
25/07/2019,39833.6
24/07/2019,39684.15
23/07/2019,39851.3
22/07/2019,39868.88
19/07/2019,40159.41
18/07/2019,39688.64
17/07/2019,39803.21
16/07/2019,39967.23
15/07/2019,40284.26
12/7/2019,39952.16
11/7/2019,39689.72
10/7/2019,39600.58
9/7/2019,39542.88
8/7/2019,39239.95
5/7/2019,39504.37
4/7/2019,39699.93
3/7/2019,39118.74
2/7/2019,38987.83
1/7/2019,38613.4
28/06/2019,38801.36
27/06/2019,38659.61
26/06/2019,38451.13
25/06/2019,38272.79
24/06/2019,38191.35
21/06/2019,38696.58
20/06/2019,38527.88
19/06/2019,38354.95
18/06/2019,38172.42
14/06/2019,38228.11
13/06/2019,38310.12
12/6/2019,38320.23
11/6/2019,38079.08
10/6/2019,37925.64
7/6/2019,37835.23
6/6/2019,38873.61
5/6/2019,38893.67
4/6/2019,38439.46
3/6/2019,38796.28
31/05/2019,38155.07
30/05/2019,37393.58
29/05/2019,36068.02
28/05/2019,35901.02
27/05/2019,35371.76
24/05/2019,35662.25
23/05/2019,35727.53
22/05/2019,35867.66
